person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,PD,assigned_interest_rate,expected_profit
24,108000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,18000,0,0.17,Y,3,0.00869401904903954,7.130410285735593,1178.4198995894822
25,49000,MORTGAGE,8.0,MEDICAL,B,18200,1,0.37,N,4,0.010070398238510761,7.1510559735776615,1178.4168937972718
25,54000,RENT,1.0,PERSONAL,D,20000,1,0.37,Y,3,0.02122593671870062,7.318389050780509,1177.8986369567544
23,55392,RENT,3.0,MEDICAL,D,20000,1,0.31,Y,4,0.021274742568185852,7.319121138522788,1177.3848332768393
23,83000,RENT,7.0,DEBTCONSOLIDATION,C,20000,1,0.24,N,2,0.02127931586091735,7.31918973791376,1177.3366871959336
46,88400,MORTGAGE,1.0,MEDICAL,E,30000,1,0.29,N,16,0.05817386342393651,7.872607951359048,1177.25883785109
23,55000,OWN,6.0,VENTURE,C,18500,0,0.34,N,3,0.012275901075047524,7.184138516125713,1176.4876454095506
24,52559,RENT,9.0,HOMEIMPROVEMENT,B,20000,1,0.38,N,3,0.021387870483454804,7.320818057251822,1176.1938239606188
38,130000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,30000,0,0.23,N,14,0.05828871336650631,7.874330700497595,1175.4069880058494
24,105000,MORTGAGE,0.0,VENTURE,A,18000,0,0.17,N,3,0.009028757286588201,7.135431359298823,1175.270731960556
23,75000,MORTGAGE,7.0,VENTURE,B,17000,0,0.23,N,2,0.0017348684519203773,7.026023026778805,1174.6560879752326
23,300000,OWN,1.0,EDUCATION,F,24250,0,0.08,Y,2,0.04101390650790585,7.6152085976185875,1174.195852768202
27,45000,OWN,4.0,VENTURE,C,20000,0,0.44,N,10,0.02170819312836121,7.3256228969254185,1172.8210545183488
24,72000,MORTGAGE,3.0,PERSONAL,C,20000,0,0.28,N,3,0.02171852692186283,7.325777903827943,1172.7122367776597
31,80000,MORTGAGE,7.0,PERSONAL,B,25000,0,0.31,N,10,0.04385998260797485,7.657899739119623,1172.6063583174323
34,62000,MORTGAGE,18.0,VENTURE,B,28000,0,0.45,N,7,0.05326942401080141,7.799041360162021,1172.479133958073
30,110000,MORTGAGE,14.0,DEBTCONSOLIDATION,B,25000,0,0.23,N,8,0.04394104035917868,7.65911560538768,1171.525918976251
24,60000,MORTGAGE,8.0,MEDICAL,A,17000,0,0.28,N,2,0.002113153956644023,7.03169730934966,1171.3083322031734
27,62570,MORTGAGE,11.0,EDUCATION,D,25000,0,0.4,N,5,0.044004212677269575,7.660063190159043,1170.6838449454465
24,90000,MORTGAGE,5.0,VENTURE,C,19200,1,0.21,Y,4,0.01728303238173561,7.2592454857260345,1170.5859394608244
30,38400,MORTGAGE,14.0,DEBTCONSOLIDATION,A,16750,0,0.44,N,5,0.00027875061437926884,7.004181259215689,1170.0718869227203
23,60000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,21000,0,0.35,N,4,0.027295529994997673,7.409432949924965,1169.585917687846
46,180000,MORTGAGE,31.0,VENTURE,B,18000,0,0.1,N,11,0.009685085534001596,7.145276283010024,1169.0943370208827
25,72000,OWN,8.0,EDUCATION,A,18000,0,0.25,N,3,0.00968972350884249,7.145345852632637,1169.0506829547041
27,80000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,20000,0,0.25,N,5,0.02210805816922669,7.331620872538401,1168.6098963320007
41,138550,MORTGAGE,8.0,MEDICAL,D,23000,1,0.14,N,12,0.036522751616318905,7.547841274244783,1168.5858963884116
25,162500,RENT,2.0,VENTURE,A,35000,0,0.22,N,4,0.06907339167975794,8.03610087519637,1167.815820878143
30,60000,OWN,11.0,MEDICAL,A,20000,0,0.33,N,5,0.02221636380701577,7.333245457105237,1167.4691159446188
33,96000,RENT,14.0,VENTURE,A,20000,0,0.21,N,10,0.0223038607980373,7.33455791197056,1166.5474610809174
29,48000,RENT,9.0,HOMEIMPROVEMENT,C,25000,1,0.52,Y,8,0.04432067011271906,7.664810051690786,1166.4650817875006
32,55000,RENT,0.0,DEBTCONSOLIDATION,B,18000,1,0.33,N,7,0.009986155993535167,7.149792339903027,1166.2603269593874
29,102000,OWN,10.0,MEDICAL,B,18000,0,0.18,N,7,0.010005550259253562,7.150083253888804,1166.0777497762126
24,40800,RENT,6.0,MEDICAL,B,17500,1,0.43,N,4,0.006471796588075637,7.097076948821135,1165.9967051519334
21,155800,MORTGAGE,2.0,MEDICAL,B,18000,0,0.12,N,3,0.010027128653855768,7.150406929807836,1165.8746088654993
25,58650,MORTGAGE,4.0,MEDICAL,D,20000,1,0.29,Y,4,0.022373852078496678,7.33560778117745,1165.8101706131433
28,130000,OWN,10.0,EDUCATION,B,24000,0,0.18,N,10,0.04074085572553974,7.611112835883096,1165.578778174367
22,96000,RENT,6.0,PERSONAL,B,17000,0,0.18,N,2,0.0027851524619448348,7.041777286929173,1165.359471697105
28,110000,MORTGAGE,12.0,VENTURE,A,17000,0,0.15,N,7,0.0028383256673702472,7.042574885010554,1164.888658064332
30,75000,MORTGAGE,3.0,VENTURE,A,18750,0,0.25,N,6,0.015148089143207267,7.227221337148109,1164.1607616530368
21,150075,OWN,0.0,VENTURE,A,25000,0,0.17,N,2,0.04450318765992383,7.667547814898858,1164.0315590013863
43,90000,RENT,9.0,MEDICAL,C,18000,0,0.2,N,12,0.010241827645806204,7.153627414687093,1163.8532766447327
22,98000,RENT,7.0,DEBTCONSOLIDATION,F,24000,1,0.24,Y,2,0.040903295331512435,7.613549429972687,1163.5037878144078
33,67800,RENT,3.0,HOMEIMPROVEMENT,B,18000,0,0.27,N,6,0.010309333938088297,7.154640009071325,1163.2176719506267
37,120000,RENT,4.0,VENTURE,C,20000,0,0.17,Y,11,0.022623994046530413,7.339359910697956,1163.1749265962317
35,84000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,20000,1,0.24,Y,6,0.022634127111145014,7.339511906667175,1163.0681669138412
28,60000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,20000,0,0.33,N,7,0.022672929652435756,7.3400939447865365,1162.6593463975953
22,60000,RENT,0.0,EDUCATION,B,18000,0,0.3,N,3,0.010416222682638953,7.156243340239584,1162.2112119140684
23,103000,MORTGAGE,1.0,PERSONAL,E,20000,0,0.19,N,2,0.02275052914293065,7.3412579371439595,1161.8417371846713
37,40000,RENT,1.0,VENTURE,C,21250,1,0.53,N,16,0.02929749558215139,7.439462433732271,1161.0267047161838
32,150000,MORTGAGE,11.0,PERSONAL,A,20000,0,0.13,N,10,0.022830211916791677,7.342453178751875,1161.00214033687
23,49270,RENT,7.0,DEBTCONSOLIDATION,C,17500,1,0.36,N,4,0.007051227680773915,7.1057684152116085,1160.7033135989664
23,70000,RENT,1.0,MEDICAL,B,17000,0,0.24,N,4,0.0033318383006976588,7.049977574510465,1160.5182414983547
27,87988,MORTGAGE,5.0,DEBTCONSOLIDATION,C,20000,0,0.23,Y,10,0.022887851863047586,7.343317777945714,1160.3947793355906
25,46000,OWN,0.0,DEBTCONSOLIDATION,E,19750,1,0.43,Y,4,0.02150576086969417,7.322586413045412,1160.2656862821343
28,206000,RENT,2.0,EDUCATION,C,24000,0,0.12,Y,5,0.04118499576908883,7.617774936536333,1159.9049188463719
39,92000,MORTGAGE,1.0,PERSONAL,C,20000,0,0.22,N,16,0.022987042203805017,7.344805633057075,1159.3495487525893
40,120000,MORTGAGE,2.0,VENTURE,B,17000,0,0.14,N,15,0.0034688812438024973,7.052033218657037,1159.3044053052226
21,50000,RENT,2.0,EDUCATION,D,18000,1,0.36,N,2,0.010799549356651212,7.161993240349768,1158.6013163027164
23,46272,RENT,7.0,DEBTCONSOLIDATION,B,16750,1,0.36,N,3,0.0016130859101323113,7.024196288651985,1158.443484081787
41,95000,OWN,2.0,HOMEIMPROVEMENT,C,21600,0,0.23,Y,11,0.031199319978916132,7.467989799683742,1158.4154298792582
33,115000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,16800,0,0.15,N,6,0.002026365198426502,7.0303954779763975,1158.2873261136344
32,227500,RENT,3.0,HOMEIMPROVEMENT,C,25000,0,0.11,N,10,0.04493852448549402,7.67407786728241,1158.2261655025775
30,69000,RENT,6.0,EDUCATION,D,25000,1,0.36,Y,5,0.044956834964318,7.67435252446477,1157.9819566763326
25,115000,MORTGAGE,9.0,VENTURE,C,19000,0,0.17,Y,4,0.017398341170772668,7.26097511756159,1157.2416877476062
24,120000,RENT,8.0,EDUCATION,B,25000,0,0.21,N,4,0.04502429602083702,7.675364440312555,1157.0821996084737
23,85000,RENT,0.0,MEDICAL,A,20000,0,0.24,N,2,0.023209844183891506,7.348147662758373,1157.0015298864066
22,49000,MORTGAGE,,PERSONAL,A,16750,0,0.34,N,4,0.0018541535559598774,7.027812303339398,1156.3416848404993
28,55640,MORTGAGE,6.0,MEDICAL,B,20000,0,0.36,N,8,0.02329743201755249,7.349461480263288,1156.0783960016167
22,37212,RENT,6.0,DEBTCONSOLIDATION,E,20000,1,0.54,N,3,0.023306028624467345,7.3495904293670105,1155.9877893948062
40,95000,RENT,0.0,PERSONAL,B,17000,0,0.18,N,15,0.0038679476197512465,7.0580192142962686,1155.7691924434866
36,45344,MORTGAGE,11.0,EDUCATION,A,16750,0,0.37,N,13,0.002040072792799814,7.030601091891997,1154.7205092085012
23,71000,MORTGAGE,2.0,DEBTCONSOLIDATION,E,20000,1,0.28,Y,2,0.023453680927108575,7.351805213906629,1154.4314929109792
35,49404,RENT,0.0,MEDICAL,A,22750,1,0.46,N,9,0.03670165424369805,7.55052481365547,1153.7227538118877
22,68000,MORTGAGE,6.0,EDUCATION,D,20000,0,0.29,Y,4,0.02352605590829335,7.3528908386244005,1153.6685926339487
22,44500,RENT,1.0,DEBTCONSOLIDATION,B,16750,1,0.38,N,4,0.002206372390988742,7.033095585864831,1153.2702654256798
28,60000,RENT,3.0,MEDICAL,C,25000,1,0.42,N,10,0.045430680834496896,7.681460212517454,1151.6613487974682
23,63000,RENT,2.0,EDUCATION,C,18000,0,0.29,Y,3,0.011590324864123577,7.173854872961853,1151.151853069572
28,99700,RENT,2.0,DEBTCONSOLIDATION,C,18600,0,0.19,Y,8,0.015570095850763629,7.233551437761454,1150.7296591328168
28,80000,RENT,12.0,MEDICAL,A,17000,0,0.21,N,6,0.004444653146951754,7.066669797204276,1150.658891079875
33,30000,RENT,2.0,DEBTCONSOLIDATION,A,17975,1,0.6,N,8,0.011497341191569562,7.172460117873543,1150.42793768352
26,50000,MORTGAGE,2.0,PERSONAL,D,20000,0,0.4,N,3,0.023847328786684694,7.3577099318002706,1150.2816953476984
26,95000,MORTGAGE,9.0,VENTURE,D,17000,0,0.18,N,2,0.004506573090349053,7.067598596355236,1150.1101054187168
31,125000,MORTGAGE,2.0,PERSONAL,B,25000,0,0.2,N,7,0.045589354813852075,7.683840322207781,1149.5444276486357
26,130000,RENT,10.0,DEBTCONSOLIDATION,C,20000,0,0.15,Y,4,0.02394006716626873,7.359101007494031,1149.303921023029
23,70000,RENT,3.0,PERSONAL,B,19425,0,0.28,N,3,0.020738071545047886,7.311071073175718,1149.0216298207324
28,78000,MORTGAGE,12.0,HOMEIMPROVEMENT,B,24000,1,0.31,N,7,0.04204338598676735,7.630650789801511,1148.9350161863072
31,42000,MORTGAGE,0.0,EDUCATION,D,21000,1,0.5,N,7,0.02920557382958183,7.438083607443727,1148.3882923214137
24,110000,RENT,4.0,DEBTCONSOLIDATION,B,18000,0,0.16,N,4,0.011892284824159436,7.178384272362392,1148.3063626623525
23,87600,MORTGAGE,7.0,MEDICAL,C,20000,0,0.23,Y,4,0.024057365402940473,7.360860481044107,1148.0671293190273
35,80000,RENT,1.0,DEBTCONSOLIDATION,C,20000,0,0.25,Y,7,0.024136113889092793,7.362041708336392,1147.2367595724334
23,50000,RENT,4.0,VENTURE,B,18225,1,0.36,N,2,0.013520008411076307,7.202800126166145,1147.121176410478
23,50000,MORTGAGE,6.0,VENTURE,B,17000,0,0.34,N,4,0.004857833113148928,7.072867496697234,1146.9965789962478
33,92000,MORTGAGE,8.0,EDUCATION,C,20000,0,0.22,N,10,0.02416631971829622,7.3624947957744435,1146.9182419035387
26,108000,MORTGAGE,2.0,MEDICAL,B,18500,0,0.17,N,2,0.015387103802116458,7.230806557031747,1146.3190442001574
26,107900,MORTGAGE,10.0,MEDICAL,A,16500,0,0.15,N,3,0.0011407276146212174,7.017110914219319,1145.2093364493103
26,63400,OWN,0.0,VENTURE,B,20000,0,0.32,N,3,0.0243799828725187,7.365699743087781,1144.6650274312126
37,55000,OWN,2.0,VENTURE,B,24375,0,0.44,N,13,0.04384654049739928,7.657698107460989,1143.4658886864004
32,225000,MORTGAGE,4.0,PERSONAL,C,20000,0,0.09,N,10,0.024494813256407996,7.3674221988461195,1143.4539545039581
29,140000,RENT,5.0,DEBTCONSOLIDATION,C,20000,0,0.14,Y,8,0.024495139091784385,7.3674270863767655,1143.4505179280648
24,92000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,22000,0,0.24,N,4,0.03433405530006942,7.515010829501041,1143.3282771011568
35,115000,RENT,1.0,VENTURE,B,28000,0,0.24,N,6,0.05522875081768624,7.828431262265294,1143.0584854435838
22,128000,MORTGAGE,6.0,VENTURE,A,21600,0,0.17,N,4,0.032554756544643904,7.488321348169658,1142.9111830478332
23,58000,MORTGAGE,7.0,PERSONAL,D,16500,1,0.28,Y,4,0.0014148494285356344,7.021222741428034,1142.8556374508735
30,96000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,17000,0,0.18,N,10,0.005379498813376401,7.080692482200646,1142.3714360206704
24,75000,OWN,8.0,MEDICAL,B,16500,0,0.22,N,2,0.0015036817045897062,7.022555225568846,1142.092814854415
24,70000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,17000,0,0.24,N,4,0.005442082874606679,7.0816312431191,1141.8164659101408
28,70000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,20000,0,0.29,N,6,0.024653244047017617,7.369798660705264,1141.782914584891
28,103832,RENT,12.0,EDUCATION,E,24000,0,0.23,N,5,0.04265175239063203,7.63977628585948,1141.1571110297418
38,77000,RENT,9.0,VENTURE,B,18000,0,0.23,N,11,0.012816498455724787,7.192247476835872,1139.5940653462192
21,48000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,18000,1,0.38,Y,3,0.012842690097008,7.19264035145512,1139.3470970319004
27,60000,RENT,11.0,MEDICAL,C,17000,0,0.28,N,10,0.005729849492431548,7.085947742386473,1139.2644109901298
29,45000,RENT,8.0,MEDICAL,C,18250,1,0.41,N,6,0.014516408497929161,7.217746127468938,1139.162420612982
42,78000,MORTGAGE,6.0,EDUCATION,B,20000,0,0.26,N,11,0.02490254863681811,7.373538229552271,1139.1530833912645
22,41400,RENT,2.0,MEDICAL,C,17000,1,0.41,N,3,0.005757255832732474,7.086358837490987,1139.0213361520998
33,40056,MORTGAGE,5.0,VENTURE,B,16750,0,0.42,N,6,0.003857118758070064,7.057856781371051,1138.8671162373612
26,120000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,25000,0,0.21,N,3,0.046399538528753635,7.695993077931305,1138.7325597173976
25,69996,MORTGAGE,3.0,PERSONAL,B,25000,0,0.36,N,3,0.046434510637349574,7.696517659560244,1138.2657475464678
27,90000,MORTGAGE,2.0,PERSONAL,E,20000,0,0.22,N,9,0.02504655452681788,7.375698317902268,1137.6338432400994
30,83000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,20000,0,0.24,N,6,0.025089839060153274,7.376347585902299,1137.1771737022127
28,176608,MORTGAGE,1.0,VENTURE,C,21125,0,0.12,Y,5,0.030917476801668047,7.463762152025021,1136.0925397180933
34,62900,MORTGAGE,11.0,MEDICAL,A,18000,1,0.24,N,5,0.01319790825953557,7.197968623893034,1135.9972797781938
34,74000,MORTGAGE,10.0,EDUCATION,C,17000,0,0.23,Y,10,0.006162010824767466,7.092430162371512,1135.430999846674
123,80004,RENT,2.0,EDUCATION,B,20400,0,0.25,N,3,0.0273661412639498,7.410492118959247,1135.4083220677246
26,148000,RENT,1.0,DEBTCONSOLIDATION,E,20000,1,0.14,N,3,0.02531583541801111,7.379737531270167,1134.792637083949
23,103000,MORTGAGE,7.0,EDUCATION,C,17000,0,0.17,N,4,0.006253900224863438,7.093808503372951,1134.61578827875
35,57721,RENT,3.0,DEBTCONSOLIDATION,B,16500,0,0.29,N,6,0.00240808938094234,7.036121340714135,1134.32424084771
24,80000,MORTGAGE,0.0,EDUCATION,A,18000,0,0.23,N,3,0.013398933186841913,7.200983997802629,1134.1012505626873
34,64000,MORTGAGE,13.0,PERSONAL,B,24000,1,0.38,N,7,0.04326200827272732,7.64893012409091,1133.3523718611207
26,95000,MORTGAGE,1.0,PERSONAL,B,24000,0,0.25,N,3,0.04327347489610127,7.649102123441519,1133.2056962301556
34,58800,MORTGAGE,3.0,HOMEIMPROVEMENT,E,17000,1,0.29,N,10,0.006433493881119952,7.096502408216799,1133.0223699899277
22,66000,RENT,6.0,MEDICAL,C,16800,0,0.25,Y,3,0.004922734129546624,7.073841011943199,1132.933926699779
24,56100,RENT,4.0,MEDICAL,D,20000,1,0.3,Y,4,0.02555286381662603,7.383292957249391,1132.291369759396
23,63000,MORTGAGE,7.0,EDUCATION,A,20000,0,0.32,N,2,0.025556413593139406,7.383346203897091,1132.2539078041195
25,125000,MORTGAGE,1.0,EDUCATION,B,20000,0,0.16,N,4,0.025558635501944107,7.383379532529162,1132.2304592336177
23,95000,RENT,2.0,EDUCATION,B,20000,0,0.21,N,2,0.025586352298011383,7.383795284470171,1131.937951828928
23,38000,OWN,0.0,VENTURE,B,17500,0,0.46,N,4,0.010294954674612654,7.1544243201191895,1131.037698970175
27,47000,RENT,0.0,DEBTCONSOLIDATION,E,24000,1,0.51,N,5,0.043458447796029205,7.651876716940438,1130.8394794401306
37,65004,MORTGAGE,5.0,MEDICAL,B,17000,0,0.26,N,13,0.006688080726333853,7.100321210895008,1130.7633037985138
33,60000,RENT,7.0,HOMEIMPROVEMENT,A,18000,0,0.3,N,5,0.013893680369928683,7.20840520554893,1129.4339589810688
33,33000,RENT,4.0,PERSONAL,B,16750,1,0.51,N,5,0.00494504998724759,7.074175749808714,1129.3671751436405
42,39000,RENT,4.0,HOMEIMPROVEMENT,B,19750,1,0.51,N,14,0.024493354777659942,7.367400321664899,1129.1759703146995
23,61000,MORTGAGE,2.0,VENTURE,E,18400,0,0.3,N,2,0.016548347547113103,7.248225213206696,1128.9095907231715
23,84996,MORTGAGE,0.0,EDUCATION,C,16750,0,0.2,N,2,0.00507359275565137,7.07610389133477,1128.244331972858
41,381450,MORTGAGE,10.0,MEDICAL,C,35000,0,0.09,Y,14,0.07116416430544767,8.067462464581714,1128.2244336640654
37,100000,MORTGAGE,13.0,VENTURE,A,18400,0,0.18,N,15,0.016676191171037278,7.250142867565559,1127.67465970407
22,60000,MORTGAGE,4.0,EDUCATION,C,16750,0,0.28,N,2,0.005194757309090448,7.077921359636357,1127.1858627602778
26,97000,RENT,4.0,MEDICAL,A,16800,0,0.17,N,4,0.005605299552374299,7.084079493285614,1126.952926265117
23,92000,MORTGAGE,7.0,MEDICAL,C,18000,0,0.2,Y,2,0.014193943243955674,7.212909148659335,1126.6007275695808
38,200000,MORTGAGE,0.0,PERSONAL,B,20000,0,0.1,N,15,0.026103394656717616,7.391550919850764,1126.4805339323239
23,76896,MORTGAGE,8.0,EDUCATION,B,25000,0,0.33,N,2,0.04734271223937877,7.710140683590682,1126.1397443798983
33,92500,RENT,4.0,VENTURE,D,17500,0,0.19,N,6,0.01085168992416883,7.1627753488625325,1125.9405038577615
29,76200,MORTGAGE,13.0,EDUCATION,A,20000,0,0.26,N,7,0.02629202989739979,7.394380448460997,1124.4890765586647
42,360000,MORTGAGE,11.0,HOMEIMPROVEMENT,B,25000,0,0.07,N,17,0.04753177650337683,7.7129766475506525,1123.6146437902248
23,100000,MORTGAGE,0.0,MEDICAL,A,17000,0,0.17,N,4,0.007510368087714568,7.112655521315719,1123.4645117511302
21,45000,MORTGAGE,5.0,EDUCATION,A,18000,0,0.4,N,4,0.014532207403616907,7.217983111054254,1123.4083390616872
27,115000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,24000,0,0.21,N,7,0.044071853783043693,7.661077806745656,1122.9908829224687
24,63750,MORTGAGE,8.0,MEDICAL,D,35000,1,0.47,N,3,0.07145078017848631,8.071761702677295,1122.793427313949
34,39672,RENT,18.0,EDUCATION,C,16750,1,0.42,N,9,0.0057606041740655535,7.086409062610984,1122.241761435758
39,70000,MORTGAGE,11.0,MEDICAL,A,19500,0,0.28,N,14,0.02387526163529293,7.358128924529394,1121.2375147725302
26,85900,MORTGAGE,7.0,EDUCATION,B,20000,0,0.23,N,4,0.026709937210909827,7.400649058163648,1120.0763907691057
24,120000,MORTGAGE,0.0,EDUCATION,D,25000,0,0.21,Y,3,0.047816730634180404,7.717250959512706,1119.808352773623
29,47000,RENT,7.0,MEDICAL,B,16000,1,0.34,N,8,3.304050608534093e-05,7.00049560759128,1119.7251003693498
24,98004,RENT,0.0,VENTURE,D,16000,1,0.16,Y,4,5.3273828807478014e-05,7.000799107432112,1119.5567549328798
22,75000,RENT,2.0,VENTURE,C,20000,0,0.27,N,2,0.02676111966823711,7.4014167950235565,1119.5358828726407
22,80000,MORTGAGE,6.0,VENTURE,B,16000,0,0.2,N,4,6.664100781555373e-05,7.000999615117233,1119.4455361565172
23,49530,MORTGAGE,7.0,DEBTCONSOLIDATION,D,16000,1,0.32,Y,2,0.00014154664792339505,7.002123199718851,1118.822283804189
29,85155,RENT,13.0,HOMEIMPROVEMENT,D,20000,0,0.23,N,6,0.026830248737671633,7.402453731065075,1118.8058263862388
23,85000,RENT,2.0,PERSONAL,C,16000,0,0.19,N,2,0.0002283197722234471,7.003424796583352,1118.1002543832967
22,48000,RENT,6.0,DEBTCONSOLIDATION,A,16500,1,0.34,N,3,0.004313477156373111,7.064702157345597,1117.9443159375019
28,78000,RENT,12.0,HOMEIMPROVEMENT,G,24625,1,0.32,N,5,0.04670053978929211,7.700508096839382,1117.6937393342564
23,39000,MORTGAGE,7.0,VENTURE,C,16000,1,0.41,N,3,0.0003152288437563111,7.004728432656345,1117.3770575338099
26,109000,MORTGAGE,8.0,MEDICAL,B,20000,0,0.18,N,4,0.02703789013794862,7.4055683520692295,1116.6128000559988
27,90000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,20000,0,0.22,N,10,0.02705145936055834,7.405771890408375,1116.4694782895854
24,73000,MORTGAGE,,EDUCATION,A,16000,0,0.22,N,4,0.0004361704804894944,7.006542557207342,1116.370605015076
27,55000,RENT,1.0,EDUCATION,A,17000,1,0.31,N,5,0.008315478238638587,7.124732173579579,1116.3148470656747
28,55000,RENT,5.0,PERSONAL,C,16000,0,0.29,Y,9,0.0004968643566348126,7.007452965349522,1115.8654960547449
23,104736,MORTGAGE,3.0,DEBTCONSOLIDATION,D,25000,1,0.24,Y,2,0.04814083525270245,7.722112528790537,1115.4783666442638
25,122000,MORTGAGE,9.0,PERSONAL,C,20000,0,0.16,N,4,0.02714888729890927,7.407233309483639,1115.4403858466371
27,117996,MORTGAGE,4.0,DEBTCONSOLIDATION,A,16000,0,0.14,N,10,0.0005820899105211374,7.008731348657817,1115.1561987556709
30,110925,MORTGAGE,1.0,MEDICAL,D,25000,1,0.19,N,9,0.04816562003525851,7.722484300528878,1115.1472134664614
23,125000,RENT,7.0,VENTURE,B,20000,0,0.16,N,4,0.027213144960351366,7.40819717440527,1114.7616266364464
23,84000,MORTGAGE,7.0,PERSONAL,B,25000,0,0.3,N,2,0.04820774245047423,7.723116136757113,1114.5843990231926
40,70000,RENT,2.0,DEBTCONSOLIDATION,B,16000,0,0.23,N,12,0.000661927242714542,7.009928908640718,1114.4917137861958
32,30000,OWN,10.0,HOMEIMPROVEMENT,A,17875,0,0.6,N,5,0.014660583638073274,7.219908754571099,1114.4035867484258
25,112000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,16000,0,0.14,N,4,0.0006970057253742197,7.010455085880613,1114.1997464041315
22,120000,MORTGAGE,5.0,MEDICAL,A,18000,0,0.15,N,3,0.015542136155592821,7.233132042333892,1113.873398993698
27,72000,RENT,6.0,VENTURE,A,20000,0,0.28,N,5,0.02731802230744157,7.409770334611624,1113.653744974238
23,50000,RENT,4.0,VENTURE,B,18225,1,0.36,N,3,0.01704361413611372,7.255654212041706,1113.433556057014
27,190000,OWN,11.0,MEDICAL,B,23000,0,0.12,N,8,0.04103483703443494,7.615522555516524,1113.414039484131
25,60000,OWN,9.0,MEDICAL,A,16000,0,0.27,N,4,0.0007938739702018992,7.011908109553029,1113.393456001807
23,69500,OWN,4.0,VENTURE,A,16800,0,0.24,N,3,0.007155483185515481,7.1073322477827325,1113.3606725234988
28,60000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,16000,0,0.27,N,6,0.0008529129189465222,7.0127936937841975,1112.9020186092914
62,60000,MORTGAGE,5.0,PERSONAL,A,16000,0,0.27,N,19,0.0008560887701606951,7.01284133155241,1112.8755825011056
32,90000,RENT,2.0,PERSONAL,B,25000,0,0.28,N,7,0.048351028430429585,7.725265426456444,1112.6697980908648
21,52240,RENT,5.0,MEDICAL,E,18000,1,0.34,N,2,0.015674214920286113,7.235113223804292,1112.6260096100302
26,59000,RENT,2.0,PERSONAL,E,18000,1,0.31,Y,2,0.015749362316426724,7.236240434746401,1111.9162542021359
22,68000,MORTGAGE,6.0,EDUCATION,A,16000,0,0.24,N,3,0.000978912544277767,7.014683688164166,1111.8531477841625
31,69000,RENT,12.0,HOMEIMPROVEMENT,A,16000,0,0.23,N,9,0.001013410263253552,7.015201153948803,1111.5659618088625
35,108717,MORTGAGE,9.0,DEBTCONSOLIDATION,A,16000,0,0.15,N,5,0.0011217586079282692,7.016826379118924,1110.663948360338
27,57800,MORTGAGE,11.0,MEDICAL,D,16000,1,0.24,N,8,0.0011363250903250182,7.017044876354875,1110.5426762851896
22,66000,RENT,1.0,EDUCATION,F,22000,1,0.33,N,2,0.037142923983712085,7.557143859755682,1110.5322801795364
26,109000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,20000,0,0.18,N,3,0.027621128282103412,7.414316924231551,1110.4514856833955
27,65000,RENT,11.0,VENTURE,B,20000,1,0.31,N,5,0.027653566343125924,7.414803495146889,1110.1087508370094
29,120000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,20000,0,0.17,N,6,0.027687285250910167,7.415309278763653,1109.7524760968386
23,84000,MORTGAGE,7.0,EDUCATION,A,16000,0,0.19,N,2,0.0012424707548321344,7.018637061322482,1109.6589383592127
22,166000,MORTGAGE,1.0,EDUCATION,B,23450,0,0.14,N,3,0.04310028228503533,7.64650423427553,1109.4009290497766
24,72000,OWN,,EDUCATION,B,16000,0,0.22,N,2,0.0012853539376671101,7.019280309065007,1109.3018901152216
29,142000,OWN,14.0,EDUCATION,B,24250,0,0.17,N,7,0.046049919309956666,7.69074878964935,1109.096852939947
31,75000,MORTGAGE,8.0,EDUCATION,D,16500,0,0.22,Y,8,0.005367593729871768,7.080513905948076,1108.8747384181393
25,72000,RENT,,DEBTCONSOLIDATION,A,17000,0,0.24,N,3,0.009160019213321704,7.137400288199825,1108.8114699766659
23,67000,RENT,3.0,EDUCATION,A,25000,1,0.37,N,4,0.04864323122696277,7.7296484684044415,1108.7648792587347
38,81000,RENT,7.0,DEBTCONSOLIDATION,B,18000,0,0.22,N,16,0.016085042035415133,7.241275630531227,1108.7454393898556
25,112500,MORTGAGE,6.0,PERSONAL,B,18000,0,0.16,N,3,0.01608695365341103,7.241304304801165,1108.7273805938858
